,title,byline,date,content,month_year
557,Some Democratic governors call for COVID-19 emergency declaration extension; other leaders move to lift orders,Julia Musto,2022-03-11 13:26:00,"  close     video   fox news flash top headlines for march 11   fox news flash top headlines are here. check out what's clicking on foxnews.com. new you can now listen to fox news articles!
   while some  state  and local leaders are moving to drop  covid-19  pandemic emergency declarations, others hope to extend them.  according to the new york times, 13 democratic state governors wrote to health and human services (hhs) secretary xavier becerra this week, calling on becerra to extend the nationwide public  health  emergency declaration for at least another three months beyond its scheduled expiration.  covid lockdowns may be ending, but we are forever changed that order, which was first implemented in january of 2020, is set to expire in april.  the governors  reportedly  said that they need more time to prepare and asked that the notice period before making a change to the declaration also be increased from 60 to 90 days. the most recent  extension  occurred on january 16.      
      secretary of health and human services xavier becerra answers questions at a senate health, education, labor, and pensions committee hearing to discuss reopening schools during covid-19 at capitol hill on september 30, 2021 in washington, dc. 
       (greg nash- pool/getty images) however, republican lawmakers, in their own letter, have previously  called  on the  biden  administration to end the declaration. as covid-19 cases, hospitalizations and deaths have plummeted since january's surge of the omicron variant, mask and vaccine verification requirements have been lifted.  at the end of last month, the centers for disease control and prevention (cdc)  loosened  its guidance on wearing masks indoors, including for schools.  california became the  first  state to officially make a blueprint for a shift to an ""endemic"" approach to the pandemic. amid covid-19 spike, china locks down city of changchun since then, colorado  gov. jared polis , delaware gov. john carney, oregon gov. kate brown and idaho gov. brad little have all taken steps to move past or lift their covid-19 emergency orders.  the leaders expressed their hopefulness that current positive pandemic trends would continue – despite the hanging threat of future variants.  ""there are a lot of reasons to be optimistic about where we’re headed,"" carney  said  at the end of february. ""over the last month, covid-19 cases and hospitalizations have fallen dramatically, and we are clearly moving into a new phase of this pandemic.""   video ""we’re hopeful the recent decrease in covid-19 cases, hospitalizations and deaths means we are on a downward trend with the pandemic,"" little  said  tuesday. ""the april 15 timeframe provides an important bridge for hospitals and other healthcare providers to plan for the transition."" ""lifting oregon’s covid-19 emergency declaration today does not mean that the pandemic is over, or that covid-19 is no longer a significant concern,"" brown also  said  in february.  click here to get the fox news app the emergency declaration has already ended in delaware, and will be lifted on april 1 in oregon and april 15 in idaho.  the associated press contributed to this report.  ",2022-03
558,COVID-19 pandemic death toll could be 3 times higher than thought: study,Julia Musto,2022-03-12 12:47:00,"  close     video   fox news flash top headlines for march 12   fox news flash top headlines are here. check out what's clicking on foxnews.com. new you can now listen to fox news articles!
   the global  covid-19  pandemic death toll might be around three times higher than official records, according to researchers.  in a study published thursday in the lancet, a group of authors wrote that the estimated number of excess deaths reached over 18 million, or more than three times the 5.94 million deaths the study says were reported for the same period.  excess deaths in us top 1m since covid-19 pandemic start: report they reached these conclusions with six models used to estimate expected mortality and all-cause mortality reports for 74 countries and territories and 266 subnational locations.  ""as mortality records are incomplete worldwide, we built a statistical model that predicted the excess mortality rate for locations and periods where all-cause mortality data were not available,"" the  authors   explained .  excess mortality was estimated by comparing the total deaths reported from all causes with how many deaths would be expected given recent trends – excluding data from periods affected by late registration and anomalies. ""the highest covid-19 excess mortality rates were observed in andean latin america, eastern europe and central europe, with high mortality rates in many high-income northern hemisphere countries and similarly high rates in nearly all of latin america. comparatively low excess mortality rates were seen in east asia, australia and high-income asia pacific. the april–august 2021 surge in south asia brought cumulative excess mortality rates from the covid-19 pandemic across that region up to or above the levels that were observed in some high-income countries,"" the researchers said. ""the cumulative global excess deaths from the pandemic makes covid-19 potentially one of the leading global causes of death during the period of the pandemic, given the rates and trends in other causes of deaths before the pandemic."" us covid-19 death toll breaches 900k mark limitations to the study include that different modeling strategies were used, that the most recent weeks and months in 2021 were excluded from the assessment, that they estimated cumulative covid-19 excess mortality rate, that empirical evidence that most of the excess mortality data is from covid-19 is absent in most countries, that inclusion of other variables may have improved model predictions, that strict lockdown and mediation interventions can lead to negative excess mortality during the pandemic, that various drivers are responsible for the changes in all-cause and cause-specific mortality in a population, that excess mortality estimates cannot be disaggregated by age or sex and lastly that they expect trends in excess mortality due to covid-19 to change over time as the coverage of vaccination increases among populations and as new variants emerge. understanding the true mortality impact of the pandemic, the authors wrote, is crucial for public health decision-making and future research and increased availability of cause of death data ""will be crucial for distinguishing the proportion of excess mortality that was directly caused by sars-cov-2 infection."" according to  nature , the results are the first estimate of global excess deaths to appear in a peer-reviewed journal and the  world health organization's (who)  own analysis is set to be published later in march.   video study co-author haidong wang, a demographer and population-health expert at the university of washington's institute for health metrics and evaluation (ihme), told the journal that more work is needed to separate deaths caused by covid-19 from those that are the indirect results of the pandemic.  while some disputed the study's numbers, wang highlighted that different models and techniques will produce different results.  for example, while this model uses 15 variables to estimate a country’s excess deaths, a model from  the economist  that also reported ""very similar"" global excess mortality estimates had a model that uses more than 100 variables. click here to get the fox news app the authors spotlighted what they said are ""dramatic differences in the estimated excess mortality counts between the two studies for many countries. according to the johns hopkins coronavirus resource center, there have been  6,038,343  covid-19 deaths reported worldwide since 2020 and 967,165 in the u.s.  ",2022-03
559,"Masks on planes, trains: What to know",Julia Musto,2022-03-11 12:41:00,"  close     video   fox news flash top headlines for march 11   fox news flash top headlines are here. check out what's clicking on foxnews.com. new you can now listen to fox news articles!
   federal officials said this week that the  transportation security administration  (tsa) is extending its  covid-19  mask mandate until april 18.  the mandate was initially set to expire on march 18, but the agency said the extra month will give the centers for disease control and prevention (cdc) ample time to develop new, more targeted policies that will ease the nationwide mask mandate on  airplanes , buses and other mass transit next month. tsa to extend covid mask mandate for another month ""during that time, cdc will work with government agencies to help inform a revised policy framework for when, and under what circumstances, masks should be required in the public transportation corridor. this revised framework will be based on the covid-19 community levels, risk of new variants, national data, and the latest science,"" the cdc  said  in a statement. ""we will communicate any updates publicly if and/or when they change."" the tsa enforces the rule.  the news of the extension and  policy  review was first  reported  by reuters.     
      a woman wearing a mask sits on a plane
       (istock) at the end of last month, the cdc  loosened  its guidance on wearing masks indoors, including for schools.  according to a  map  that shows covid-19 community levels by county, 98% of the u.s. population resides in areas where masks are not necessary indoors. state and local officials have taken action to lift both mask and vaccine requirements over the last couple of months since january's omicron surge.  republicans demand tsa allow covid mask mandate to expire republican lawmakers and various travel groups have called for an end to the tsa mandate and  sen. rand paul , r-ky.,  announced  this week that he would force a vote on his resolution to repeal travel mask mandates on public transportation. however,  white house  press secretary jen psaki said thursday that deciding on the right policy for travel was more complicated than setting recommendations for local communities. ""if you’re moving from one zone to another and picking people up ... it’s a little bit different, and that requires some consultation, which is what [cdc officials] are going to endeavor to do between now and april 18,"" she said.     
      people wearing masks walk around an airport
       (istock) cdc director  dr. rochelle walensky  said last week that her agency must study the science around virus transmission ""but also the epidemiology and the frequency that we may encounter a variant of concern or a variant of interest in our travel corridors."" the federal mask mandate was imposed in january 2021 and has been extended several times.  in september 2021, the tsa doubled fines for passengers who refused to don a mask on public transportation to up to $1,000 for first-time offenders and up to $3,000 for repeat violations. click here to get the fox news app since the start of 2021, airlines have reported more than 6,000 incidents of unruly passengers – with most involving disputes related to face masks.  fox news' audrey conklin and the associated press contributed to this report.  ",2022-03
560,NYC building where fire killed 17 skipped inspection after officers were moved to COVID unit: report,Stephanie Pagones,2022-03-14 14:12:00,"  close     video   fox news flash top headlines for march 14    fox news flash top headlines are here. check out what's clicking on foxnews.com. new you can now listen to fox news articles!
   the  bronx, new york city,  building where 17 people – including eight children –  died in a blaze earlier this year  was due to receive a fire inspection before the tragedy, but never did because those tasked with examining the structure were reassigned to a unit that checked that restaurants were  following covid restrictions , according to a report.  oren barzilay, president of local 2507, the union that represents uniformed emergency medical technicians, paramedics and fire inspectors, testified last week before the city council’s  fire and emergency management committee. ""that building was scheduled to be inspected, but because they were sent to a task force, that building was not inspected,"" he said,  according to the new york daily news.   nypd investigating whether recent nyc homeless death linked to startling multi-city pattern       
          next
           image 1 of 3   the jan. 9 fire in the bronx left 17 people dead, dozens more injured.    (reuters photos)     
          prev
           
          next
           image 2 of 3   about 200 firefighters responded and more than 60 people were hurt, authorities said.    (reuters photos)     
          prev
             image 3 of 3   the fire broke out at a 19-story building in the fordham heights neighborhood of the bronx.   (reuters photos) fire department of new york deputy chief inspector michael reardon testified that approximately 90 fire inspectors were transferred to different roles related to covid policies, such as making sure that restaurants are following vaccine mandate requirements, according to the report.  nyc's bronx apartment horror: veteran fire marshal with tips on how to survive if fire consumes your home ""they were downsized to the point that some units were unable to do all the inspections they needed to do,"" reardon reportedly said.  seventeen people died – nine adults and eight children – on jan. 9 when the fire broke out at a 19-story building at 333 east 181st st. in the fordham heights neighborhood of the bronx, officials said. about 200 firefighters responded and more than 60 people were hurt, authorities said.    video initial reports said 19 people were killed in the fire. authorities later modified the death toll to 17. fire officials said the blaze was caused by an ""accidental, malfunctioning space heater."" the fire, which started on the second and third floors, was then exacerbated by open doors in part of the building, which allowed the fire and smoke to spread throughout it. photos: horrifying pictures paint deadly nyc apartment fire aftermath the building was outfitted with self-shutting doors, but they didn't close properly, causing the smoke to permeate.  an inspector was supposed to visit the building to check its stand pipe system about a year before the fire,  barzilay told the daily news . while he or she would not have been primarily checking the doorways, an inspector would typically make note of any issues they come across, such as malfunctioning doors, the report says.     
      bronx fire leaves 17 dead, dozens more injured. 
       (reuters photos) ""if they had noticed anything else, they would have addressed the issue,"" he told the news. he reportedly called the circumstances ""terrible"" and said he was not blaming current mayor eric adams.  click here to get the fox news app ""i’m blaming the previous administration for not thinking it through,"" he told the news.  adams addressed the topic during an unrelated press conference over the weekend, telling reporters that his administration changed the policy as soon as they learned of it. he noted that an inspection would likely not have prevented the dangerous circumstances related to the fire, because inspectors examine external portions of buildings – meaning hallways and public areas – not the actual apartments.   ",2022-03
561,Biden visits Philadelphia school; student says remote classes made it 'hard to learn about stuff',Kyle Morris,2022-03-11 19:18:00,"  close     video   dr. makary: health officials ‘don’t want to know’ data behind masks in schools   fox news medical contributor dr. marty makary on mask mandates in schools. new you can now listen to fox news articles!
   president biden  traveled to  philadelphia  friday, where he  toured  luis munoz marin elementary school and spoke with students, one of whom expressed gratitude for the return of in-person learning and physical interaction with her friends. ""i want to say thank you to you for letting us go back to school because in computer it was hard to learn about stuff,"" the student told biden. ""and in person you can see our friends and hug them and can learn more in person.""     
      president biden tours art after-school programs at luis munoz marin elementary school in philadelphia march 11, 2022.
       (jim watson/afp via getty images) stefanik, congressional republicans hammer biden for ‘mask mandate on toddlers’ in head start programs ""makes a big difference between being in school and on a computer, doesn't it?"" biden responded. since the beginning of the pandemic, several  experts warned  of the negative impact of virtual learning and school closures on children's mental health. a familiar face in attendance for biden's visit at the school included american federation of teachers president  randi weingarten , who called for "" universal masking "" in schools and later failed to wear one herself while delivering a speech at a conference amid the covid-19 pandemic. weingarten has faced criticism from the  media  and  parents  across the country.     
      randi weingarten, president of the american federation of teachers, during a town hall with 2020 presidential candidate sen. elizabeth warren, d-mass., and members of the american federation of teachers, in philadelphia, may 13, 2019.
       (bastiaan slabbers/nurphoto via getty images) biden's stop at the majority-hispanic elementary school in north philadelphia,  according to  white house deputy press secretary andrew bates, was to ""highlight how the american rescue plan is delivering critical resources to keep schools safe and open, combat learning loss and address student mental health."" biden's american rescue plan covid-19 relief  package  allocated  $122 billion  toward helping k-12 public schools deal with the coronavirus pandemic, yet many schools still took precautions and kept remote learning in place for some time afterward.     
      biden speaks with students at luis munoz marin elementary school in philadelphia march 11, 2022.
       (jim watson/afp via getty images) dr. jennifer reesman, a neuropsychologist who works with children, spoke with fox news last december about the importance of schools reopening for in-person learning. ""virtual instruction is not the same as quality, in-person education, and it's especially not accessible for many students with disabilities,"" reesman  said . ""we need our schools to be open. public school is a public good, and as mental health professionals, we can tell you that open public schools are a safety net."" students are faring worse academically after more than two years of the pandemic and related learning complications, according to a july study from  nwea , a research nonprofit. the report found that students were struggling more academically ""by the end of the 2020-21 school year compared to what we first reported in the fall."" click here to get the fox news app while students' reading comprehension improved slightly at the beginning of covid-19, it declined into 2021. students' math proficiency has been decreasing since 2020; nwea found that ""math achievement fell even further behind historical trends – the difference of 5 to 10 percentile points in the fall of 2020 widened to a difference of 8 to 12 percentile points in spring of 2021.""     
      president biden tours art after-school programs at luis munoz marin elementary school in philadelphia march 11, 2022.
       (jim watson/afp via getty images) the pandemic also exacerbated inequalities among minority students, who were ""less likely to be learning in person and more likely to encounter obstacles in accessing instruction compared to white students,"" according to nwea. biden's comments to the elementary school staff and children came after he delivered remarks at the house democratic caucus's annual issues conference in philadelphia. fox news' audrey conklin contributed to this article.  ",2022-03
562,Saudi Arabia says it has executed 81 convicts in single day,Associated Press,2022-03-12 10:39:00,"  close     video   fox news flash top headlines for march 12   fox news flash top headlines are here. check out what's clicking on foxnews.com. new you can now listen to fox news articles!
   saudi arabia  executed 81 people saturday convicted of  crimes  ranging from killings to belonging to  militant  groups, the largest known mass execution carried out in the kingdom in its modern history. the executions carried out surpassed even the toll of a january 1980 mass execution for the 63 militants convicted of seizing the grand mosque in mecca in 1979, the worst-ever militant attack to target the kingdom and islam's holiest site. it wasn't clear why the kingdom choose saturday for the executions. the number of death penalty cases being carried out had dropped during the  coronavirus pandemic , though the kingdom continued to behead convicts under king salman and his assertive son, crown prince mohammed bin salman.     
       
       (ap photo/cliff owen, file) wapo editorial board defends biden turning to venezuela, saudia arabia for oil, says he 'has little choice the state-run saudi press agency announced saturday's executions, saying they included those ""convicted of various crimes, including the murdering of innocent men, women and children."" the kingdom also said some of those executed were members of al-qaida, the islamic state group and backers of yemen's houthi rebels. ""the accused were provided with the right to an attorney and were guaranteed their full rights under saudi law during the judicial process, which found them guilty of committing multiple heinous crimes that left a large number of civilians and law enforcement officers dead,"" the saudi press agency said.     
      file - this may 30, 2017, file photo, shows saudi crown prince and defense minister mohammed bin salman, (mbs), in moscow's kremlin, russia. (ap photo/pavel golovkin, pool, file)
       ""the kingdom will continue to take a strict and unwavering stance against terrorism and extremist ideologies that threaten the stability of the entire world,"" the report added. click here to get the fox news app an announcement by saudi state television described those executed as having ""followed the footsteps of satan"" in carrying out their crimes. the kingdom's last mass execution came in january 2016, when the kingdom executed 47 people, including a prominent opposition shiite cleric who had rallied demonstrations in the kingdom. in 2019, the kingdom beheaded 37 saudi citizens, most of them minority shiites, in a mass execution across the country for alleged terrorism-related crimes.  ",2022-03
563,Miami Beach preparing for unruly spring break crowds,Caroline Elliott,2022-03-15 09:20:00,"  close     video   miami beach preparing for unruly spring break crowds   last year's spring break in miami beach was ""especially terrible,"" says mayor dan gelber. this year, city officials and local businesses are hoping for safer experience. new you can now listen to fox news articles!
   miami beach, fla. –  spring break  has long been a period of high alert for  miami beach  police, as more than half a million tourists from across the country are expected to converge on the 7-mile stretch of sand.  ""we're always on high alert,"" said miami beach mayor dan gelber. ""last year was especially terrible. our community is probably even more popular this year than it was last year. our hope is that people learned a little bit of the experience from last year. we intend to arrest people who violate our rules.""  the city of miami beach recruited officers from across the state to prepare for spring break after large riots broke out last year.     
      people party along ocean drive in the south beach neighborhood of miami, florida, on saturday, march 27, 2021. 
       (eva marie uzcategui/bloomberg via getty images) miami breach spring break arrests top 1,000, officials say the city declared a state of emergency after arresting more than a thousand spring breakers in 2021. gelber warned  tourists  friday that the crowds will face consequences if spring breakers create more problems this year. miami beach spring breakers hit with extended curfew after swat team called ""we almost always have to close the causeways simply because our city has reached a capacity the way a huge stadium might reach its own capacity,"" he said. ""we just can't take more people. we have too many people on our roads; our emergency vehicles might not be able to traverse to deal with the peril.""     
      a miami beach police officer inspects the inside of a car on ocean drive in miami beach, florida, on march 22, 2021.
       (chandan khanna/afp via getty images) in addition to the increased  police  presence, businesses in miami beach hired additional security for crowd control this year. ""we're hoping that the miami beach police team are more on top of the crowds,"" said len evans of palace bar. ""people were dancing and jumping on cars. they were extremely intoxicated, high on drugs, fights everywhere. it was just very unsafe. it was a very unsafe place to be. i felt unsafe to walk on that street because people would just punch people randomly. it was just very chaotic."" the business lost thousands of dollars last year as customers would begin fights and leave without paying.     
      a miami beach police officer stands guard on ocean drive in miami beach, florida, on march 22, 2021.
       (photo by chandan khanna/afp via getty images) ""if you're a spring breaker and you want to come to south beach, come to palace, have  drinks  and let's have a good time,"" evans said. ""just don't get too wild. don't punch random people. don't punch the staff, and don't walk out without paying."" miami beach business owners sick of spring break crowds, say area like a ‘crime zone’ the city spent the last few months preparing for spring break, adding an alcohol ban on all public beaches to try to cut down on crime. click here to get the fox news app in addition, some areas in the city of miami beach will have restrictions on alcohol sales. in february, the city voted to temporarily restrict alcohol sales after 2 a.m. in high-traffic areas. the temporary ban will end march 21. ""we don't really know exactly what's going to happen,"" gelber said. ""but if the past is any kind of future for us, we know that we're going to get a lot of people in a week or two, and then it may be necessary to close causeways.""  ",2022-03
564,Dr. Makary on 'Kilmeade Show': Health officials ‘don’t want to know’ data on masks in schools,Fox News Staff,2022-03-11 14:09:00,"  close     video   dr. makary: health officials ‘don’t want to know’ data behind masks in schools   fox news medical contributor dr. marty makary on mask mandates in schools. new you can now listen to fox news articles!
   fox news medical contributor dr. marty makary told "" the brian kilmeade show "" on friday that public  health   officials  do not want to know the data behind masks in schools and many are refusing to admit that  requiring masks  for the past few years was the ""wrong"" decision. desantis asking students to take off masks results in media ‘meltdowns’ despite maskless sotu address dr. marty makary : the cloth masks did really nothing to reduce transmission. but what they did do is stunt child development, and people are seeing through it now. they're seeing the kids. they're not right, right? the kids are not growing up the way that kids in schools where they had no masks are growing up. and where's the study by the cdc of the kids who were in schools that were open the entire time with no masks and the opposite, the kids who had a lot of closures and then were wearing masks throughout? that is an easy study to do, but nobody in the government is interested in funding that study right now. it's pretty obvious what the results are and the results they don't want to know. … how hard would it be for public health officials to just say, you know, we got something really wrong? we thought the vaccine was going to prevent you from getting it or spreading it. we were wrong. what it really does is it downgrades the severity of illness if you get it. that's not a big confession that's hard to make. as doctors, we often tell people, look, the data has changed. but we're not hearing that, what you're seeing is sort of a digging in on their positions and they're alienating people. so now we've got people who are distrustful and they're saying, hey, you've also been ignoring therapeutics and other things. so right now you've got two entirely different perceptions of the same public health establishment. watch the full interview below:   video  ",2022-03
565,WHO on loosening of COVID-19 restrictions: 'We can't will it away',Julia Musto,2022-03-12 14:08:00,"  close     video   fox news flash top headlines for march 12   fox news flash top headlines are here. check out what's clicking on foxnews.com. new you can now listen to fox news articles!
   world health organization (who)  leaders on thursday said that the world needs to remain vigilant about  covid-19  – even as pandemic trends in some countries appear to be heading in a positive direction.  in a q&a, dr. mike ryan and dr. maria van kerkhove expressed concern over public perception of the pandemic as winding down.  covid-19 pandemic death toll could be 3 times higher than thought: study in recent months,  health  leaders have eased or loosened restrictions and measures like mask-wearing or requiring proof of vaccination against the  virus .  ryan, the executive director of the who health emergencies programme, said there are still scenarios where the world could ""reset"" the pandemic.  he said that is ""within our control"" – a choice towards a better future, instead of destiny. while normalization is something the agency wants to see, ryan noted, what they ""don't want to see is a situation where we minimize the uncertainty we're facing."" ""or, we minimize potential scenarios in which things can go wrong. we don't want people sitting up day and night worried about what's going to happen with sars-cov-2, or covid,"" he stated.  and so, the world needs to maintain vigilance and ""keep pushing,"" ryan added, because it's not through a phase where coronavirus could be regarded ""as any other virus.""  us covid-19 death toll breaches 900k mark ""any other virus isn't killing 52,000 people around the world at a low estimate and 10 million cases every week. that's not just any other virus,"" he remarked.  van kerkhove, the who covid-19 technical lead, said that she was worried about a decrease in testing.  the  infectious disease  epidemiologist also urged the world to remain vigilant as ""[we are] still in this flood.""    video ""what we don't want to be doing is right now live through inaction because we're tired of it,"" van kerkhove remarked.  ""you'll continue to hear our frustration because we are all living this every day and we want this over as much as you do, but we can't will it away and we're still very much in this flood,"" she said. to date,  data  from the johns hopkins coronavirus resource center shows that more than six million covid-related deaths have been reported worldwide, with more than 967,000 in the u.s.  click here to get the fox news app however, pandemic deaths are likely to be underreported, with a  study  out on thursday finding that 18 million people had died due to the pandemic by the end of 2021.  ",2022-03
566,Pacific Northwest states move to lift mask regulations; Michigan removes school reporting order,Julia Musto,2022-03-12 11:26:00,"  close     video   fox news flash top headlines for march 12   fox news flash top headlines are here. check out what's clicking on foxnews.com. new you can now listen to fox news articles!
   pacific northwest  states are lifting their  mask mandates  on saturday.  ""we’re turning a page in our fight against the covid  virus ,""  washington  gov. jay inslee said during a recent news conference. masks on planes, trains: what to know ""two years ago today, we identified  oregon’s  first case of covid-19,"" oregon gov. kate brown said in a statement. ""on the west coast our communities and economies are linked. together, as we continue to recover from the omicron surge, we will build resiliency and prepare for the next variant and the next pandemic."" in february, the governors  announced  that they would be lifting rules requiring masks in indoor public places and schools on march 12. however, other state and federal mask requirements are in effect, including those with health care settings and on public  transportation .      
      a sign near the space needle notes that masks are required for indoor spaces, thursday, feb. 17, 2022, in seattle. 
       (ap photo/ted s. warren) school  districts and local governments have the option to continue to require masks.  seattle public schools is set to lift its mask mandate on monday and oregon's department of education director said that some schools have chosen to keep mask requirements in place through spring break or are in ""decision-making mode.""  in oregon, individual businesses, employers and other organizations also have that ability. the transportation security administration (tsa) is  extending  its covid-19 mask mandate until april 18.  as covid-19 cases have fallen around the u.s. following the winter surge of the omicron variant, state and local leaders have moved to ease or do away with pandemic regulations.  more than 90 percent of americans can go without masks: cdc at the end of last month, the centers for disease control and prevention (cdc) acted to  ease  its guidance on wearing masks indoors, including for schools.  the move shifted from looking at covid-19 cases counts to a more comprehensive view about a community's risk from the virus.  according to a  map  that shows covid-19 community levels by county, 98% of the u.s. population resides in areas where masks are not necessary indoors.   video on friday,  michigan's  health department – which has  dropped  mask recommendations in schools and other indoor settings –  updated  guidance for how people should quarantine if exposed to covid-19, including an altered emphasis on household contacts. the  guidance , which also applies to k-12 schools, says household contacts do not have to quarantine at home if they monitor for symptoms, wear a mask around others and avoid unmasked activities or activities with a higher risk of exposing vulnerable individuals over the course of 10 days.  they also should get tested at least once, three to seven days after exposure. non-household contacts should also track symptoms, be tested if they develop them and consider wearing a mask around others. click here to get the fox news app in addition, director elizabeth hertel  rescinded  an order requiring schools to report infections to the school community once notified by local health officials – though they must still report cases and outbreaks to county health departments and the state continues to recommend that schools notify students and staff of potential exposures.  the state also updated guidelines for child care facilities so they are consistent with schools and kept different standards for health care, long-term care, corrections and other high-risk settings in place. the associated press contributed to this report.  ",2022-03
567,Rand Paul to introduce amendment to remove 'petty tyrant' Fauci from his position as NIAID director,Yael Halon,2022-03-14 20:38:00,"  close     video   rand paul: time to remove 'petty tyrant' dr. fauci from government   the physician and kentucky senator says dr. anthony fauci has too much power and money on 'jesse watters primetime.' new you can now listen to fox news articles!
   sen. rand paul, r-ky.,  told ""jesse watters primetime"" on monday that he will introduce an amendment before the senate this week to remove  dr. anthony fauci from his  position as the director of the national institute of allergy and infectious diseases (niaid). paul, a medical doctor himself who frequently has challenged fauci's leadership throughout the pandemic, said he is seeking to decentralize fauci's role so that no ""petty tyrant"" can ""monopolize"" political influence in the name of public health. fauci has been the director of the niaid since 1984.  ​​ rand paul introduces amendment to eliminate fauci's position ""tomorrow we will have a health committee meeting and … i will present an amendment, get a vote on eliminating anthony fauci’s position. i think we should eliminate his position, divide it into three and appoint three new directors that will be approvable by the senate,"" paul told jesse watters.      
      sen. rand paul, r-ky., clashed with dr. anthony fauci, white house chief medical adviser and director of the niaid, during a senate health, education, labor, and pensions committee hearing. (photo by greg nash/pool/afp via getty images)
       (greg nash/pool/afp via getty images) ""the problem with having only one person and having everything go before him for like 40 years is that he has monopolized power and created a culture not conducive to scientific inquiry. you need people who question. that’s what science is – about questioning and putting forth your hypothesis and trying to prove it with experiments. but he has shown – dr. fauci and dr. collins, have both shown that they will get into the mud. if you don’t agree with their political opinions, they will go after you."" paul pointed to a leaked email exchange between fauci and then-head of the national institute of health (nih) francis collins who apparently colluded on a way to discredit the experts and doctors promoting the herd immunity approach to deal with covid-19. the emails showed fauci and collins planning to arrange a ""devastating takedown"" of the doctors behind the great barrington declaration. covid lockdown lessons learned - fauci amendment would mean no more health ‘dictator in chief’ ""when a person like dr. fauci controls $5 billion worth of money, it’s not good that we have a really petty tyrant who wants to take down the people he disagrees with,"" paul said. ""and that’s not conducive to scientific inquires. so it’s long past time that we remove him from government…and then one person wouldn’t have a monopoly of so much power this they could use against their enemies.""     
      washington, dc - november 04: sen. rand paul (r-ky) questions national institute of allergy and infectious diseases director anthony fauci during a senate hearing. paul called on fauci to resign and accused him of lying about the work done in a lab in wuhan, china. (photo by chip somodevilla/getty images) 
       (photo by chip somodevilla/getty images  |  ap photo/alex brandon) paul said that while he doesn't anticipate any support on the amendment from his democratic colleagues, he does believe the ""dam is breaking on the democrat side"" on covid more broadly. ""when you see old guys in the senate, these old democrats finally listening to biden without their masks on, but they want your 4-year-old to wear a mask, people aren’t believing this anymore,"" paul said. ""the public is smarter than these people, and it’s starting to show. i think it’s starting to break their will towards authoritarianism. it’s only a matter of time, but we can’t give up on trying to get our freedom back."" click here to get the fox news app paul said he also plans to force a vote on the senate floor to repeal mask mandates for air travel, telling watters it's time his colleagues publicly acknowledge that ""nobody believes these masks work.""  ",2022-03
