"Headline_name","Headline_url","Headline_Category","Headline_Category_url","Headline_Article_name"
"Japan's sanctions cloud territorial dispute with Russia","https://www.japantimes.co.jp/news/2022/02/26/national/politics-diplomacy/russia-japan-territorial-dispute/","","","“Economic cooperation won’t lead Russia to return the four islands to Japan. The current framework no longer works,” an LDP lawmaker said, urging the government to seek a new path for realizing the return of the islands."
"Sanctions war over Ukraine invasion triggers concern for some Japanese companies","https://www.japantimes.co.jp/news/2022/02/26/business/japanese-companies-ukraine-russia-sanctions/","","","Japanese companies are increasingly concerned about a possible sanctions war over Russia's military aggression against Ukraine."
"Sanctions war over Ukraine invasion triggers concern for some Japanese companies","https://www.japantimes.co.jp/news/2022/02/26/business/japanese-companies-ukraine-russia-sanctions/","","","Japan and other Group of Seven major industrial nations have announced additional sanctions on Moscow in the wake of Russia's invasion of Ukraine, which started Thursday."
"Sanctions war over Ukraine invasion triggers concern for some Japanese companies","https://www.japantimes.co.jp/news/2022/02/26/business/japanese-companies-ukraine-russia-sanctions/","","","An official with a Japanese securities company said that the G7 countries are apparently limiting the targets of their sanctions at the moment in order to avoid a major impact on their own economies."
"Sanctions war over Ukraine invasion triggers concern for some Japanese companies","https://www.japantimes.co.jp/news/2022/02/26/business/japanese-companies-ukraine-russia-sanctions/","","","But a potential sanctions war between Western countries and Russia could have a considerable economic impact, informed sources said."
"Sanctions war over Ukraine invasion triggers concern for some Japanese companies","https://www.japantimes.co.jp/news/2022/02/26/business/japanese-companies-ukraine-russia-sanctions/","","","Financial sanctions by the United States target Sberbank, Russia's largest bank, and many other major Russian financial institutions. Japan announced a freeze on assets at three Russian banks — VEB, PSB and Bank Russia."
"Sanctions war over Ukraine invasion triggers concern for some Japanese companies","https://www.japantimes.co.jp/news/2022/02/26/business/japanese-companies-ukraine-russia-sanctions/","","","Due to the sanctions by Tokyo, fund transactions between Japanese banks and the three Russian banks are bound to be restricted, possibly affecting fund supplies to Japanese firms operating in Russia."
"Sanctions war over Ukraine invasion triggers concern for some Japanese companies","https://www.japantimes.co.jp/news/2022/02/26/business/japanese-companies-ukraine-russia-sanctions/","","","""We may need to switch to banks other than the three Russian institutions subject to the sanctions,"" an official at a major Japanese bank said."
"Sanctions war over Ukraine invasion triggers concern for some Japanese companies","https://www.japantimes.co.jp/news/2022/02/26/business/japanese-companies-ukraine-russia-sanctions/","","","VEB, which supplies funds for infrastructure projects in Russia, are also taking part in overseas projects, including one for resources development in the Arctic Ocean, which involve a Japanese government-affiliated financial institution and Japanese trading houses."
"Sanctions war over Ukraine invasion triggers concern for some Japanese companies","https://www.japantimes.co.jp/news/2022/02/26/business/japanese-companies-ukraine-russia-sanctions/","","","The inclusion of VEB in the Japanese sanctions list may have an impact on these cooperation frameworks, analysts say."
"Sanctions war over Ukraine invasion triggers concern for some Japanese companies","https://www.japantimes.co.jp/news/2022/02/26/business/japanese-companies-ukraine-russia-sanctions/","","","Japan, the United States and Europe are also cooperating on export restrictions for high-technology products. Japanese measures include restricting exports of semiconductors and related technologies."
"Sanctions war over Ukraine invasion triggers concern for some Japanese companies","https://www.japantimes.co.jp/news/2022/02/26/business/japanese-companies-ukraine-russia-sanctions/","","","""There is a possibility of the Japanese sanctions affecting exports of Russia-bound automobiles and vehicle production in Russia,"" said Shota Akimoto, an economist at SMBC Nikko Securities Inc."
"Sanctions war over Ukraine invasion triggers concern for some Japanese companies","https://www.japantimes.co.jp/news/2022/02/26/business/japanese-companies-ukraine-russia-sanctions/","","","Japanese companies are concerned that Moscow may adopt retaliatory sanctions."
"Sanctions war over Ukraine invasion triggers concern for some Japanese companies","https://www.japantimes.co.jp/news/2022/02/26/business/japanese-companies-ukraine-russia-sanctions/","","","Russia is believed to account for about 30% of global supplies of palladium, used as a catalyst for treating automobile exhaust gases."
"Sanctions war over Ukraine invasion triggers concern for some Japanese companies","https://www.japantimes.co.jp/news/2022/02/26/business/japanese-companies-ukraine-russia-sanctions/","","","The automobile industry has already been hit hard by chip shortages and surging materials prices. Prices of palladium and other materials ""will go up further,"" a senior official with a major Japanese automaker said."
"Sanctions war over Ukraine invasion triggers concern for some Japanese companies","https://www.japantimes.co.jp/news/2022/02/26/business/japanese-companies-ukraine-russia-sanctions/","","","""It's certain that our earnings will be affected negatively,"" the official said."
"Sanctions war over Ukraine invasion triggers concern for some Japanese companies","https://www.japantimes.co.jp/news/2022/02/26/business/japanese-companies-ukraine-russia-sanctions/","","","Meanwhile, Japan's Financial Services Agency has urged financial institutions in the country to beef up measures against retaliatory cyberattacks."
"Sanctions war over Ukraine invasion triggers concern for some Japanese companies","https://www.japantimes.co.jp/news/2022/02/26/business/japanese-companies-ukraine-russia-sanctions/","","","""We'll be on high alert,"" an official with a major Japanese bank said, in response to the FSA instructions."
"'Hacktivists' plot attacks on Russia with Ukraine government's urging","https://www.japantimes.co.jp/news/2022/02/26/world/hackers-ukraine-fight/","","","Hackers are coming to Ukraine’s aid in an effort to target Russian government websites and officials with disruptive counterattacks, according to six people involved in the activity."
"'Hacktivists' plot attacks on Russia with Ukraine government's urging","https://www.japantimes.co.jp/news/2022/02/26/world/hackers-ukraine-fight/","","","On Ukrainian internet forums on Friday, groups of Ukrainians who worked in the country’s technology sector shared information on how to launch distributed denial of service attacks, known as DDoS, and deploy malicious software targeted at Russian military officers and government officials. Some hackers from outside Ukraine have signed up to help too."
"'Hacktivists' plot attacks on Russia with Ukraine government's urging","https://www.japantimes.co.jp/news/2022/02/26/world/hackers-ukraine-fight/","","","Several Ukrainians with computer expertise said they had joined a group of “cyber volunteers” who plan to use cyberattacks to fight back against the Russian military’s invasion of the country."
"'Hacktivists' plot attacks on Russia with Ukraine government's urging","https://www.japantimes.co.jp/news/2022/02/26/world/hackers-ukraine-fight/","","","The makeshift hacker organization was responding to a call from Ukraine’s government, which on Thursday asked for their help protecting the country from Russian troops, according to several of the organizers. Reuters previously reported the government’s request for cybersecurity assistance."
"'Hacktivists' plot attacks on Russia with Ukraine government's urging","https://www.japantimes.co.jp/news/2022/02/26/world/hackers-ukraine-fight/","","","Yegor Aushev, co-founder of Kyiv-based cybersecurity company Cyber Unit Technologies, is helping to organize the effort. He said Friday that so far about 500 people had come forward to participate with the cyber volunteers."
"'Hacktivists' plot attacks on Russia with Ukraine government's urging","https://www.japantimes.co.jp/news/2022/02/26/world/hackers-ukraine-fight/","","","Aushev said people worldwide had volunteered to help the Ukrainian hacking operation, including a handful from Russia who were against their government’s actions in Ukraine. “If presidents of other countries can’t fight with Ukraine, people of other countries are ready to do it,” Aushev said. Bloomberg couldn’t independently verify that Russians were participating in the volunteer hacking effort."
"'Hacktivists' plot attacks on Russia with Ukraine government's urging","https://www.japantimes.co.jp/news/2022/02/26/world/hackers-ukraine-fight/","","","A representative for Ukraine’s Ministry of Foreign Affairs and government cybersecurity officials didn’t respond to requests for comment."
"'Hacktivists' plot attacks on Russia with Ukraine government's urging","https://www.japantimes.co.jp/news/2022/02/26/world/hackers-ukraine-fight/","","","Tanya Lokot, an associate professor at Dublin City University who specializes in protest and digital rights issues in Eastern Europe, said that Ukraine had a strong community of activist hackers, sometimes called “hacktivists,” who came together in 2014, responding to Russia’s invasion and annexation of Crimea."
"'Hacktivists' plot attacks on Russia with Ukraine government's urging","https://www.japantimes.co.jp/news/2022/02/26/world/hackers-ukraine-fight/","","","“I think it’s logical we are seeing a revival of those groups and other people joining in,” said Lokot."
"'Hacktivists' plot attacks on Russia with Ukraine government's urging","https://www.japantimes.co.jp/news/2022/02/26/world/hackers-ukraine-fight/","","","DDoS attacks aimed at taking Russian government websites offline have so far been mostly symbolic, Lokot added, but the hackers could have impact if they are able to penetrate Russian government databases and publish the information."
"'Hacktivists' plot attacks on Russia with Ukraine government's urging","https://www.japantimes.co.jp/news/2022/02/26/world/hackers-ukraine-fight/","","","“Russia is fortified in terms of attack and security, but no single resource or server or database is 100% watertight,” she said."
"'Hacktivists' plot attacks on Russia with Ukraine government's urging","https://www.japantimes.co.jp/news/2022/02/26/world/hackers-ukraine-fight/","","","On social media forums, Ukrainian hackers shared lists of targets that included Russian military officials and the websites of the Kremlin, Russia’s military and security council. Others circulated instructions for how to prepare Molotov cocktails in anticipation of Russian troops descending on their towns and cities."
"'Hacktivists' plot attacks on Russia with Ukraine government's urging","https://www.japantimes.co.jp/news/2022/02/26/world/hackers-ukraine-fight/","","","Andrey Loginov, chief technology officer of Swiss secure communications company ARMA Instruments AG, said he has signed up to help the cyber volunteers. Loginov, a Ukrainian who lives in London, said he arrived in Kyiv for a business trip last week and can’t leave due to the Russian invasion."
"'Hacktivists' plot attacks on Russia with Ukraine government's urging","https://www.japantimes.co.jp/news/2022/02/26/world/hackers-ukraine-fight/","","","The volunteers are trying to create “some kind of cyberwar unit for Ukraine,” using a combination of government, and nongovernment resources, Loginov said. He said hackers involved with the group were focusing on analytical and offensive cyber work and planned to carry out “asymmetric actions” that would bring information about the conflict to people in Russia."
"'Hacktivists' plot attacks on Russia with Ukraine government's urging","https://www.japantimes.co.jp/news/2022/02/26/world/hackers-ukraine-fight/","","","“Russian citizens are victims of propaganda,” he said. “They are pretty isolated. We want to show them what is really happening.”"
"'Hacktivists' plot attacks on Russia with Ukraine government's urging","https://www.japantimes.co.jp/news/2022/02/26/world/hackers-ukraine-fight/","","","Another volunteer who has signed up for the hacking campaign, a 17-year-old student of computer sciences in western Ukraine, said he wanted to use his skills to contribute to Ukraine’s fight against Russia. The situation “depends on each of us,” the student said, and “we have to help in any way we can.” He asked to remain anonymous because of safety concerns."
"'Hacktivists' plot attacks on Russia with Ukraine government's urging","https://www.japantimes.co.jp/news/2022/02/26/world/hackers-ukraine-fight/","","","The Ukrainians have received support from a group of Belarusian activist hackers known as the Cyber Partisans, who have waged campaigns against the pro-Russia government in their country. The group said it was joining the effort to hack Russian government assets and put out a call on social media on Thursday seeking help with what it said was the “fight against the fascist campaign to invade fraternal Ukraine.”"
"'Hacktivists' plot attacks on Russia with Ukraine government's urging","https://www.japantimes.co.jp/news/2022/02/26/world/hackers-ukraine-fight/","","","A spokesman for the Cyber Partisans said in a message that the group was “currently targeting assets inside Belarus, including Russian occupying forces.” The spokesman declined to provide more details on the grounds that the attack was still ongoing."
"'Hacktivists' plot attacks on Russia with Ukraine government's urging","https://www.japantimes.co.jp/news/2022/02/26/world/hackers-ukraine-fight/","","",""
"'Hacktivists' plot attacks on Russia with Ukraine government's urging","https://www.japantimes.co.jp/news/2022/02/26/world/hackers-ukraine-fight/","","","Some hackers affiliated with the collective known as Anonymous declared their own “cyber war” on the Russian government and said that they had used DDoS attacks to take down the website of Russian state broadcaster RT. Their claim couldn’t be independently verified."
"'Hacktivists' plot attacks on Russia with Ukraine government's urging","https://www.japantimes.co.jp/news/2022/02/26/world/hackers-ukraine-fight/","","","On Friday, RT reported that its website — as well as those of the Kremlin, the Duma, and Russia’s Ministry of Defense — had been hit by cyberattacks, with some of the websites taken offline for “extended periods.” RT told the publication Motherboard that it was hit with massive DDoS attacks after a statement by Anonymous."
"'Hacktivists' plot attacks on Russia with Ukraine government's urging","https://www.japantimes.co.jp/news/2022/02/26/world/hackers-ukraine-fight/","","","Russian hackers have vowed to hit back. A criminal ransomware gang known as Conti, which cybersecurity researchers believe operates from Russia, said in a statement posted on its website on Friday that it was lending its “full support” to the Russian government. “If anybody will decide to organize a cyberattack or any war activities against Russia, we are going to use our all possible resources to strike back at the critical infrastructures of an enemy,” it said."
"'Hacktivists' plot attacks on Russia with Ukraine government's urging","https://www.japantimes.co.jp/news/2022/02/26/world/hackers-ukraine-fight/","","","Shlomo Kramer, a prominent Israeli cybersecurity veteran, said he was worried that hacking campaigns waged by competing groups in Ukraine and Russia could quickly spiral out of control."
"'Hacktivists' plot attacks on Russia with Ukraine government's urging","https://www.japantimes.co.jp/news/2022/02/26/world/hackers-ukraine-fight/","","","“This may cause a spill over, that’s the main concern,” said Kramer, who is chief executive officer of Cato Networks Ltd. and co-founder of Check Point Software Technologies Ltd. and Imperva Inc. “The fact this is not government associated — this can’t be contained. It’s a particularly dangerous element of this conflict.”"
"How to stop a Ukraine war before it starts","https://www.japantimes.co.jp/opinion/2022/02/18/editorials/stopping-ukraine-war/","","","One of the most intriguing tools the United States has used to head off an invasion of Ukraine is the publication of intelligence reports about Russian intentions."
"How to stop a Ukraine war before it starts","https://www.japantimes.co.jp/opinion/2022/02/18/editorials/stopping-ukraine-war/","","","The Biden administration has provided formerly-classified intelligence to allies and media around the world, showing Russian troop formations and revealing purported “false flag” operations — an attack staged by Russian troops disguised as Ukrainian forces — that would be used to justify an intervention."
"How to stop a Ukraine war before it starts","https://www.japantimes.co.jp/opinion/2022/02/18/editorials/stopping-ukraine-war/","","","The U.S. strategy is not unprecedented, but it is risky. There is the danger of exposing sources, of damaging U.S. credibility, or of signaling that the protection of intelligence is less important than it really is. If the policy works and an invasion is deterred, it will have been worth it — even though we will never know if the exposure actually changed Russian calculations."
"How to stop a Ukraine war before it starts","https://www.japantimes.co.jp/opinion/2022/02/18/editorials/stopping-ukraine-war/","","","In recent weeks, the U.S. has released a startling amount of information about Russian plans involving Ukraine. Not only has the Biden administration published photographs that show in detail concentrations of Russian troops and equipment, but it has also released intelligence intercepts that lay out plans for a “false flag” operation and even information from Russian sources complaining about the leaks."
"How to stop a Ukraine war before it starts","https://www.japantimes.co.jp/opinion/2022/02/18/editorials/stopping-ukraine-war/","","","The U.S. campaign has multiple audiences. Its first target is Russian President Vladimir Putin. He is being informed that his principal adversary knows his plans and tactics and will not be surprised. He must now wonder what other secrets might be in jeopardy. That might deter him from acting."
"How to stop a Ukraine war before it starts","https://www.japantimes.co.jp/opinion/2022/02/18/editorials/stopping-ukraine-war/","","","A second target is the Russian public. They are being given a narrative that counters the story fed to them by official state media. It is a tough sell but it could undermine support for Putin."
"How to stop a Ukraine war before it starts","https://www.japantimes.co.jp/opinion/2022/02/18/editorials/stopping-ukraine-war/","","","A third audience is allied and partner governments that might harbor doubts about Russian plans and intentions. The intelligence will help shore up support for efforts to check Putin."
"How to stop a Ukraine war before it starts","https://www.japantimes.co.jp/opinion/2022/02/18/editorials/stopping-ukraine-war/","","","The fourth audience is the U.S. public. It needs to know what is going on in Ukraine and be prepared for any consequences. There are divisions in the U.S. about the wisdom of defending Ukraine, the product of political polarization and active disinformation campaigns, and the Biden administration must do more to build support for its effort to deter Putin."
"How to stop a Ukraine war before it starts","https://www.japantimes.co.jp/opinion/2022/02/18/editorials/stopping-ukraine-war/","","","Shining a light on such plans is not unprecedented. U.S. Ambassador to the United Nations Adlai Stevenson famously exposed the placement of Soviet missiles in Cuba in 1962, winning a seminal propaganda battle at the height of the Cold War. Secretary of State Colin Powell sought to strike a similar blow in 2003 when he presented to the U.N. the U.S. evidence that Iraqi President Saddam Hussein was trying to build weapons of mass destruction; that effort failed when the intelligence was exposed as shoddy and poorly vetted."
"How to stop a Ukraine war before it starts","https://www.japantimes.co.jp/opinion/2022/02/18/editorials/stopping-ukraine-war/","","","Reporters who remember Powell’s disgrace have raised questions about the recent campaign, and the response has been tetchy. The Biden administration has not released proof of its claims, and instead complained about the media’s readiness to doubt its credibility, and that of allied governments, and “find solace” in Moscow’s denials. Ironically, today’s U.S. government spokespersons challenged similar revelations during the Trump administration. But as Secretary of State Antony Blinken explained at the United Nations this week, the U.S. is releasing its information “not to start a war but to prevent one.”"
"How to stop a Ukraine war before it starts","https://www.japantimes.co.jp/opinion/2022/02/18/editorials/stopping-ukraine-war/","","","Still, skepticism is understandable. There has been the episodic politicization of intelligence. In addition to the Iraq case, the Trump administration several times released information that bolstered its hand in domestic political disputes. The selective declassification of intelligence for political ends, rather than national security, is a dangerous habit to indulge in. Not only does it undermine a government’s credibility but it encourages others to also play fast and loose when they have access to restricted information."
"How to stop a Ukraine war before it starts","https://www.japantimes.co.jp/opinion/2022/02/18/editorials/stopping-ukraine-war/","","","The legal status of such disclosures is very different — the executive can declassify information as it sees fit, assuming procedures are followed — but leakers are less inclined to focus on the bigger picture and more on winning the rhetorical fight. This is a vitally important lesson for Japan as it works to create new procedures to handle classified information."
"How to stop a Ukraine war before it starts","https://www.japantimes.co.jp/opinion/2022/02/18/editorials/stopping-ukraine-war/","","","There is also the danger that release could jeopardize sources. There are open-source satellite photos, for example, that reinforce U.S. claims. But more is needed to answer critical questions of intent. Truly insightful intelligence comes from unique assets that should be protected at all costs. That is why the U.S. has not released the actual proof of its assertions. The distinctiveness of the information means, however, that the source might be identified without hard proof — although there is also a chance that publication could create doubts within Moscow about spies and loyalties."
"How to stop a Ukraine war before it starts","https://www.japantimes.co.jp/opinion/2022/02/18/editorials/stopping-ukraine-war/","","","In this case, publication makes sense, however. If the intelligence is accurate, then exposure undermines Russian plans to provide a casus belli. When Russia annexed Crimea in 2014, there was little understanding of the role played by surreptitious operators on the ground — the “little green men” who pressed for separation from Ukraine and reunification with Russia, ostensibly independent actors who were in reality Russian soldiers stripped of insignia."
"How to stop a Ukraine war before it starts","https://www.japantimes.co.jp/opinion/2022/02/18/editorials/stopping-ukraine-war/","","","The use of such tactics, which includes disinformation campaigns, is known as “gray zone warfare,” so called because it falls short of requiring a traditional military response. These tricks have a long history and have engendered debates among governments about how to respond. Those discussions have assumed new urgency as adversaries become more adept at these new forms of warfare."
"How to stop a Ukraine war before it starts","https://www.japantimes.co.jp/opinion/2022/02/18/editorials/stopping-ukraine-war/","","","For some, the passing of the Feb. 16 deadline without an invasion will show the U.S. was wrong, its intelligence unfounded and all was just an attempt to slander Russia, as Moscow’s spokesmen have insisted. For others, Russian inaction is proof that the warnings worked and Putin was deterred. Speaking at the U.N., Blinken said he would be happy to be proven wrong. Uncertainty and even some embarrassment seems like a reasonable price for peace."
"How to stop a Ukraine war before it starts","https://www.japantimes.co.jp/opinion/2022/02/18/editorials/stopping-ukraine-war/","","","The Japan Times Editorial Boar"
"Focus on the substance, not the symbols, of a Japan-U.S. partnership","https://www.japantimes.co.jp/opinion/2022/02/11/editorials/japan-u-s-relations/","","","There is reported to be anxiety among Japan’s senior leadership because Prime Minister Fumio Kishida has been unable to arrange a face-to-face meeting with U.S. President Joe Biden in Washington."
"Focus on the substance, not the symbols, of a Japan-U.S. partnership","https://www.japantimes.co.jp/opinion/2022/02/11/editorials/japan-u-s-relations/","","","That failure may rankle, but it must not be allowed to overshadow the far more substantive signs of health and vigor in the Japan-U.S. relationship. There is much more to celebrate in our partnership than there is to complain about. The Kishida administration will be better served by concentrating on and building upon those positive developments."
"Focus on the substance, not the symbols, of a Japan-U.S. partnership","https://www.japantimes.co.jp/opinion/2022/02/11/editorials/japan-u-s-relations/","","","Traditionally, a Japanese prime minister visits Washington D.C. early in his tenure to reaffirm the solidity of the partnership and show the Japanese public that he can manage the country’s most important bilateral relationship. Since taking office, the COVID-19 pandemic and a series of events have kept Kishida from making that trip. The July Upper House election and the U.S. midterm elections in November will preoccupy both leaders and threaten to further delay any visit."
"Focus on the substance, not the symbols, of a Japan-U.S. partnership","https://www.japantimes.co.jp/opinion/2022/02/11/editorials/japan-u-s-relations/","","","The partnership has been active, nevertheless. Kishida’s first phone call to a world leader after taking office in October was with Biden. The two men met on the sidelines of the Glasgow climate summit in November. And last month, they held a virtual meeting at which they agreed to launch a “two-plus-two” Cabinet-level dialogue on economic issues."
"Focus on the substance, not the symbols, of a Japan-U.S. partnership","https://www.japantimes.co.jp/opinion/2022/02/11/editorials/japan-u-s-relations/","","","The two countries held a Security Consultative Committee (or “two-plus-two”) meeting and announced their new agreement on host nation support. U.S. Secretary of State Antony Blinken consults regularly with Yoshimasa Hiyashi, Japan’s foreign minister; the two men met Friday in Melbourne as part of the Quadrilateral Security Dialogue that includes Australia and India. Meanwhile, defense officials from Japan, the U.S. and South Korea held a trilateral videoconference this week to discuss regional issues, while Japanese and U.S. troops held training exercises together in California."
"Focus on the substance, not the symbols, of a Japan-U.S. partnership","https://www.japantimes.co.jp/opinion/2022/02/11/editorials/japan-u-s-relations/","","","Significantly, this week the two countries agreed to lift some of the tariffs imposed by former U.S. President Donald Trump on Japan’s steel exports. The deal will permit 1.25 million metric tons of steel shipments from Japan — most of its exports to the country — to enter the U.S. tariff free and will facilitate greater cooperation between them to counter Chinese practices that hurt the steel industry. The agreement is similar to one struck last year with the European Union; Japan had held out for a more comprehensive deal. A 10% tariff on Japan’s aluminum exports remains in place — and Japanese trade negotiators have pledged to get those lifted as well."
"Focus on the substance, not the symbols, of a Japan-U.S. partnership","https://www.japantimes.co.jp/opinion/2022/02/11/editorials/japan-u-s-relations/","","","Rahm Emanuel, U.S. ambassador to Japan, applauded the deal, calling it “an effort by the United States to really work in a collaborative way with our allies based on a shared set of goals and principles.” He pointedly distinguished it from U.S. actions in the “recent past” and said it reflects Biden’s attitude toward economic relations with allies. The U.S. president sees those countries as partners working with him toward a shared goal and not as freeloaders or adversaries, determined to profit at U.S. expense."
"Focus on the substance, not the symbols, of a Japan-U.S. partnership","https://www.japantimes.co.jp/opinion/2022/02/11/editorials/japan-u-s-relations/","","","The presence of a U.S. ambassador is perhaps the most important development. Japan has gone without the most senior U.S. representative of the president for over two and half years, since William Hagerty, Trump’s ambassador, returned to the U.S. to run for the U.S. Senate. Emanuel, a confidant of Biden, arrived last month and has been working to make up for that absence."
"Focus on the substance, not the symbols, of a Japan-U.S. partnership","https://www.japantimes.co.jp/opinion/2022/02/11/editorials/japan-u-s-relations/","","","Since arriving in Japan, even while being quarantined, he has been a presence on Twitter, supporting Japan on a variety of issues and underscoring Biden’s respect for allies and the vital role that they play in U.S. foreign policy. Emanuel called the decision to launch the new economic dialogue “the symbol of a significant step forward together.”"
"Focus on the substance, not the symbols, of a Japan-U.S. partnership","https://www.japantimes.co.jp/opinion/2022/02/11/editorials/japan-u-s-relations/","","","Those efforts are far more important than any pro forma meeting no matter how much media coverage it may generate. For example, Japan’s decision to send liquefied natural gas to Europe to help ease fears of a supply shortage as the Ukraine crisis continues signals this country’s readiness to stand firm against aggression and to help like-minded nations. Tokyo must be ready to take other measures to punish countries that would challenge the rules-based order and rewrite the status quo."
"Focus on the substance, not the symbols, of a Japan-U.S. partnership","https://www.japantimes.co.jp/opinion/2022/02/11/editorials/japan-u-s-relations/","","","Japan must be prepared to endure some pain in doing so. Assuming responsibility and helping to provide international public goods such as security risks incurring a price. It is precisely that willingness to pay that distinguishes leaders from followers and yields the enthusiasm and respect that Japan desires."
"Focus on the substance, not the symbols, of a Japan-U.S. partnership","https://www.japantimes.co.jp/opinion/2022/02/11/editorials/japan-u-s-relations/","","","The work is never done. An alliance demands constant tending and progress. The COVID-19 infections that are suspected to have originated from U.S. troops is a problem that must be addressed, as are the frequent incidents in which fuel is jettisoned or equipment dropped from U.S. aircraft, endangering local communities."
"Focus on the substance, not the symbols, of a Japan-U.S. partnership","https://www.japantimes.co.jp/opinion/2022/02/11/editorials/japan-u-s-relations/","","","A working agenda is already clear. Japan must be ready to do more to support Europe as Russia insists on an expanded sphere of influence. Those who say that those events are half a world away should recognize that they will ripple across the globe, shaping developments here. That means that Japan must also be ready for more tension with China as Beijing continues to pressure Taiwan to move closer to the mainland."
"Focus on the substance, not the symbols, of a Japan-U.S. partnership","https://www.japantimes.co.jp/opinion/2022/02/11/editorials/japan-u-s-relations/","","","Economic policy coordination will be ever more important given the U.S. failure to more aggressively engage the Indo-Pacific in this arena. Economic competition will be as, if not more, important than the military competition and Japan must be prepared to fill gaps that the U.S. leaves unattended."
"Focus on the substance, not the symbols, of a Japan-U.S. partnership","https://www.japantimes.co.jp/opinion/2022/02/11/editorials/japan-u-s-relations/","","","Especially important will be cooperation on advanced technology; Tokyo must figure out how to strengthen supply chains, promote resilience and protect its intellectual property and that of its ally."
"Focus on the substance, not the symbols, of a Japan-U.S. partnership","https://www.japantimes.co.jp/opinion/2022/02/11/editorials/japan-u-s-relations/","","","Tokyo must work closely with the U.S. and other like-minded countries to promote shared values — openness, transparency and the rule of law — and set standards that protect workers and the climate. Valuable as face-to-face meetings may be, the sum of those other efforts are the rightful measure of our partnership."
"Focus on the substance, not the symbols, of a Japan-U.S. partnership","https://www.japantimes.co.jp/opinion/2022/02/11/editorials/japan-u-s-relations/","","","The Japan Times Editorial Board"
"Will the Ukraine crisis upend political ambitions in Asia?","https://www.japantimes.co.jp/opinion/2022/02/26/commentary/world-commentary/ukraine-crisis-asia-impact/","","","BUSAN, SOUTH KOREA – Russian President Vladimir Putin has launched an attack on Ukraine."
"Will the Ukraine crisis upend political ambitions in Asia?","https://www.japantimes.co.jp/opinion/2022/02/26/commentary/world-commentary/ukraine-crisis-asia-impact/","","","What began as a limited incursion by Russia’s armed forces is now a full-scale invasion. Western intelligence agencies and various European leaders, including British Prime Minister Boris Johnson, have for several weeks warned that the hostilities could eventually become the largest conflict on the continent since World War II."
"Will the Ukraine crisis upend political ambitions in Asia?","https://www.japantimes.co.jp/opinion/2022/02/26/commentary/world-commentary/ukraine-crisis-asia-impact/","","","Most of the impact will be felt in Europe, even if the war widens. NATO will likely expand defense spending. Russia will be heavily sanctioned and increasingly isolated from the world economy."
"Will the Ukraine crisis upend political ambitions in Asia?","https://www.japantimes.co.jp/opinion/2022/02/26/commentary/world-commentary/ukraine-crisis-asia-impact/","","","In East Asia, however, the immediate fallout of Russian aggression will be minor. Russia itself is geopolitically weak in the region. Only a fifth of its population lives in the vast Siberian space between the Ural Mountains and the Pacific Ocean. Russia’s ability to project hard power in East Asia is limited. It is unlikely to repeat the asymmetric tactics it has used against Ukraine and other neighboring post-Soviet countries, because borders in East Asia are more fixed and agreed-upon than in Eastern Europe. Putin is also mostly concerned with European-area disputes. His goal in Asia seems primarily to maintain good relations with China while he tangles with NATO."
"Will the Ukraine crisis upend political ambitions in Asia?","https://www.japantimes.co.jp/opinion/2022/02/26/commentary/world-commentary/ukraine-crisis-asia-impact/","","","There is one unique area of concern for Tokyo. Japan is in a long-running territorial dispute with Russia over the Kuril Islands. There is some similarity there to Russia’s many territorial disputes along its European borders. But Russia already controls the four islands in dispute, so there is no obvious revanchist threat. That “frozen conflict” seems likely to remain frozen."
"Will the Ukraine crisis upend political ambitions in Asia?","https://www.japantimes.co.jp/opinion/2022/02/26/commentary/world-commentary/ukraine-crisis-asia-impact/","","","Instead, the real Asian concern from the Ukraine crisis is a territory-snatching precedent that China might exploit in the East and South China Seas."
"Will the Ukraine crisis upend political ambitions in Asia?","https://www.japantimes.co.jp/opinion/2022/02/26/commentary/world-commentary/ukraine-crisis-asia-impact/","","","Putin’s speeches and writings over the past two decades as Russian leader have emphasized unfairness in the post-Cold War European settlement, particularly with the independence of Ukraine. This year’s crisis is the zenith of Putin’s long-running obsession with these issues."
"Will the Ukraine crisis upend political ambitions in Asia?","https://www.japantimes.co.jp/opinion/2022/02/26/commentary/world-commentary/ukraine-crisis-asia-impact/","","","The collapse of the Soviet Union was a dramatic setback for Russian national power. In just three years after the fall of the Berlin Wall, Russia shed two layers of empire — the Eastern European “allies” of the Cold War-era Warsaw Pact, like Poland and Romania, and then the Soviet Union’s own non-Russian nations, such as Lithuania and Ukraine, which also became independent."
"Will the Ukraine crisis upend political ambitions in Asia?","https://www.japantimes.co.jp/opinion/2022/02/26/commentary/world-commentary/ukraine-crisis-asia-impact/","","","Putin was trained in the old Soviet system and once called the USSR’s collapse a “geopolitical catastrophe.” He has never accepted the loss of prestige associated with the post-Cold War revision of the European order at Russia’s expense. He and the Russian foreign policy community suffer from intense post-imperial nostalgia, even now, 30 years later."
